packet,duration
894,0.905897
118,0.821555
163,0.905976
130,0.905174
899,0.92055
259,0.868768
170,0.869722
816,0.920457
494,0.869259
159,0.869696
611,0.873495
587,0.908071
263,0.905742
492,0.920221
756,0.881516
199,0.903153
836,0.905975
217,0.868585
237,0.869805
327,0.881047
87,0.654862
147,0.881939
463,0.881374
146,0.906351
526,0.906276
102,0.767323
96,0.739235
48,0.407238
646,0.882612
373,0.920069
778,0.906726
262,0.917007
599,0.882629
325,0.919061
867,0.88032
830,0.904723
339,0.869824
792,0.880516
617,0.906976
19,0.53883
52,0.463205
551,0.908699
347,0.882653
704,0.882744
310,0.906098
109,0.783129
810,0.871393
97,0.727837
752,0.872563
942,0.882854
638,0.870519
662,0.881732
358,0.882663
797,0.904488
172,0.881949
403,0.871439
649,0.912374
67,0.538366
458,0.872861
385,0.881557
269,0.881755
283,0.88218
542,0.905333
158,0.881105
462,0.905952
769,0.920111
454,0.907093
456,0.919886
439,0.870265
92,0.693272
832,0.873991
758,0.905992
348,0.918151
466,0.882549
70,0.553948
656,0.90554
161,0.881892
264,0.880491
218,0.903136
132,0.919376
281,0.884063
438,0.880547
421,0.880242
742,0.908633
738,0.871722
407,0.90777
834,0.882199
219,0.881771
514,0.913623
77,0.620779
154,0.872526
815,0.880323
523,0.905989
18,0.548503
213,0.907227
110,0.818213
460,0.896066
537,0.9037
929,0.871669
86,0.666034
278,0.870473
766,0.872395
694,0.870964
83,0.650358
806,0.881338
875,0.87853
790,0.882795
521,0.882104
731,0.907144
512,0.905365
939,0.881914
908,0.905009
368,0.903104
763,0.873114
80,0.637406
89,0.677313
84,0.638882
819,0.906146
950,0.882157
338,0.880592
236,0.882167
614,0.907811
831,0.882959
771,0.871078
350,0.872514
484,0.90428
186,0.882389
897,0.906181
937,0.871615
155,0.908604
580,0.868833
767,0.905881
811,0.907029
890,0.872564
527,0.881775
581,0.90707
506,0.906293
801,0.882672
60,0.518905
435,0.880277
61,0.509815
959,0.881321
284,0.870477
613,0.915471
69,0.564658
917,0.882199
793,0.868553
730,0.872949
644,0.872252
127,0.905498
314,0.871904
241,0.881903
181,0.868465
535,0.88233
226,0.91589
164,0.881295
679,0.882222
882,0.869081
72,0.576982
683,0.872917
719,0.871034
503,0.871566
804,0.882202
556,0.904705
849,0.873508
266,0.881963
713,0.869884
740,0.88233
905,0.908433
507,0.879882
909,0.881579
873,0.880494
209,0.87071
702,0.87091
376,0.907264
272,0.880796
852,0.919318
381,0.868919
178,0.882146
670,0.905187
906,0.880181
759,0.881918
64,0.525529
392,0.866906
20,0.528109
511,0.869263
687,0.880559
737,0.882267
844,0.903524
641,0.886216
696,0.882844
552,0.882784
190,0.872981
316,0.895691
406,0.914189
391,0.880163
271,0.906588
206,0.870036
812,0.880946
489,0.86996
220,0.872844
55,0.477716
533,0.888501
9,0.637868
409,0.920998
210,0.905016
254,0.906024
245,0.884996
784,0.882277
323,0.870314
472,0.870933
709,0.881377
794,0.905809
100,0.743217
568,0.896805
331,0.871564
688,0.869958
355,0.881379
828,0.881284
570,0.904442
732,0.882986
478,0.91481
419,0.881516
366,0.8824
313,0.881462
107,0.757549
144,0.879488
574,0.882547
120,0.845317
745,0.881138
651,0.881501
162,0.870403
591,0.873223
529,0.880744
453,0.868223
448,0.909311
150,0.881798
498,0.903548
716,0.870585
256,0.872284
583,0.873359
231,0.871592
655,0.872087
634,0.906784
246,0.906317
733,0.921113
444,0.880817
722,0.906268
76,0.585349
457,0.881619
760,0.872805
698,0.881913
53,0.454882
427,0.882207
135,0.903421
803,0.905736
853,0.881318
196,0.902022
141,0.90545
160,0.903448
126,0.871218
375,0.872837
840,0.868855
182,0.903456
122,0.869321
805,0.919896
823,0.883313
229,0.919569
117,0.833179
388,0.895012
420,0.919181
774,0.871057
173,0.870467
715,0.882193
265,0.919213
672,0.920762
108,0.792353
267,0.871314
544,0.871324
452,0.880685
517,0.921046
857,0.871016
764,0.908863
509,0.907966
563,0.882647
610,0.88259
609,0.904996
467,0.871186
330,0.882116
341,0.881983
934,0.880566
676,0.897133
17,0.558484
104,0.746085
689,0.907675
858,0.906465
424,0.894875
153,0.88235
762,0.882281
665,0.882052
177,0.906548
952,0.906113
754,0.882296
7,0.65752
652,0.869759
425,0.884894
845,0.882026
842,0.880821
728,0.904652
491,0.883374
895,0.8805
628,0.907573
953,0.881196
204,0.917611
98,0.71838
205,0.881634
197,0.880149
78,0.612811
956,0.880477
721,0.87049
818,0.87176
807,0.87121
643,0.881817
437,0.906741
49,0.446876
893,0.87106
555,0.868404
786,0.905597
298,0.91686
335,0.908348
343,0.906796
482,0.880518
625,0.921308
74,0.603949
586,0.915767
431,0.874088
664,0.907811
103,0.755796
681,0.905724
46,0.421095
380,0.880542
429,0.905014
876,0.866526
142,0.882404
345,0.869254
923,0.882605
747,0.907636
322,0.882054
384,0.917468
573,0.906849
280,0.895919
910,0.870761
723,0.881852
874,0.870452
686,0.907028
508,0.869617
773,0.881987
938,0.906905
214,0.881665
869,0.907257
233,0.881791
632,0.880899
677,0.885114
654,0.882321
814,0.90556
861,0.906467
79,0.602572
770,0.881401
183,0.88028
340,0.904199
212,0.872171
623,0.908728
476,0.905198
446,0.880855
386,0.870197
308,0.880752
208,0.881271
946,0.871051
605,0.886915
847,0.908578
863,0.920141
399,0.881073
6,0.668503
293,0.902937
800,0.906898
729,0.882791
668,0.881782
820,0.88223
600,0.918998
866,0.906078
560,0.881425
113,0.829357
835,0.872978
901,0.870802
534,0.909551
493,0.880853
499,0.882769
680,0.872213
865,0.871894
301,0.920029
111,0.806356
119,0.857165
471,0.880836
174,0.903798
520,0.904681
361,0.910183
539,0.870083
336,0.882778
669,0.869515
224,0.904061
166,0.903142
892,0.881943
480,0.881002
691,0.871935
624,0.882341
590,0.882007
167,0.882733
320,0.872586
94,0.714409
824,0.871337
575,0.871844
926,0.871624
364,0.871093
149,0.905292
101,0.732332
289,0.914932
518,0.882119
422,0.869685
862,0.882688
900,0.880044
673,0.881725
14,0.590209
569,0.885638
138,0.904064
179,0.872989
240,0.919656
232,0.906284
239,0.882709
750,0.905362
