1492892352,673093,1
1492892352,685653,2
1492892352,698291,3
1492892352,710415,4
1492892352,722067,5
1492892352,733493,6
1492892352,745336,7
1492892352,757349,8
1492892352,769177,9
1492892352,780578,10
1492892352,794457,11
1492892352,808605,12
1492892352,821217,13
1492892352,835377,14
1492892352,848566,15
1492892352,860091,16
1492892352,871919,17
1492892352,885351,18
1492892352,898216,19
1492892352,909822,20
1492892352,921487,21
1492892352,935364,22
1492892352,947417,23
1492892352,960228,24
1492892352,972114,25
1492892352,985123,26
1492892352,997832,27
1492892353,11158,28
1492892353,24645,29
1492892353,38808,30
1492892353,50288,31
1492892353,62780,32
1492892353,75181,33
1492892353,88132,34
1492892353,102118,35
1492892353,114025,36
1492892353,125828,37
1492892353,137817,38
1492892353,151906,39
1492892353,165700,40
1492892353,179721,41
1492892353,193505,42
1492892353,205068,43
1492892353,218172,44
1492892353,230870,45
1492892353,244826,46
1492892353,258865,47
1492892353,271747,48
1492892353,284682,49
1492892353,298690,50
1492892353,312637,51
1492892353,324420,52
1492892353,338357,53
1492892353,349840,54
1492892353,361507,55
1492892353,373347,56
1492892353,384692,57
1492892353,398882,58
1492892353,412923,59
1492892353,425391,60
1492892353,439291,61
1492892353,451392,62
1492892353,465274,63
1492892353,479338,64
1492892353,493378,65
1492892353,505561,66
1492892353,519720,67
1492892353,533731,68
1492892353,547704,69
1492892353,560059,70
1492892353,572366,71
1492892353,585537,72
1492892353,599871,73
1492892353,611635,74
1492892353,624964,75
1492892353,639004,76
1492892353,652976,77
1492892353,666249,78
1492892353,677913,79
1492892353,691934,80
1492892353,706159,81
1492892353,717765,82
1492892353,731794,83
1492892353,744230,84
1492892353,756625,85
1492892353,769243,86
1492892353,783740,87
1492892353,798731,88
1492892353,813130,89
1492892353,827686,90
1492892353,842498,91
1492892353,856695,92
1492892353,869620,93
1492892353,884741,94
1492892353,899518,95
1492892353,912294,96
1492892353,924061,97
1492892353,939065,98
1492892353,954212,99
1492892353,967981,100
1492892353,981117,101
1492892353,994523,102
1492892354,6855,103
1492892354,19871,104
1492892354,33919,105
1492892354,47908,106
1492892354,60435,107
1492892354,75600,108
1492892354,89245,109
1492892354,103405,110
1492892354,117666,111
1492892354,132761,112
1492892354,144907,113
1492892354,159600,114
1492892354,172702,115
1492892354,187404,116
1492892354,202507,117
1492892354,216638,118
1492892354,230773,119
1492892354,244500,120
1492892354,259251,121
1492892354,274097,122
1492892354,287497,123
1492892354,300215,124
1492892354,314679,125
1492892354,329593,126
1492892354,343497,127
1492892354,369391,128
1492892354,381816,129
1492892354,396858,130
1492892354,424147,131
1492892354,437411,132
1492892354,478738,133
1492892354,492511,134
1492892354,506597,135
1492892354,533270,136
1492892354,545686,137
1492892354,557822,138
1492892354,588006,139
1492892354,600843,140
1492892354,614847,141
1492892354,642297,142
1492892354,653960,143
1492892354,697016,144
1492892354,710183,145
1492892354,723124,146
1492892354,751896,147
1492892354,764878,148
1492892354,777627,149
1492892354,806431,150
1492892354,821218,151
1492892354,836457,152
1492892354,860960,153
1492892354,875875,154
1492892354,890031,155
1492892354,915707,156
1492892354,930476,157
1492892354,970197,158
1492892354,982813,159
1492892354,995044,160
1492892355,24781,161
1492892355,37477,162
1492892355,52625,163
1492892355,79313,164
1492892355,93137,165
1492892355,105911,166
1492892355,134036,167
1492892355,147232,168
1492892355,188649,169
1492892355,202158,170
1492892355,217464,171
1492892355,243066,172
1492892355,256136,173
1492892355,269389,174
1492892355,297967,175
1492892355,310637,176
1492892355,322699,177
1492892355,352376,178
1492892355,365872,179
1492892355,407271,180
1492892355,420325,181
1492892355,434948,182
1492892355,461764,183
1492892355,476651,184
1492892355,490692,185
1492892355,516265,186
1492892355,531108,187
1492892355,543014,188
1492892355,570972,189
1492892355,584841,190
1492892355,597250,191
1492892355,625568,192
1492892355,639584,193
1492892355,680201,194
1492892355,694107,195
1492892355,708089,196
1492892355,734607,197
1492892355,748094,198
1492892355,763439,199
1492892355,789264,200
1492892355,804295,201
1492892355,817693,202
1492892355,843909,203
1492892355,856737,204
1492892355,898469,205
1492892355,913329,206
1492892355,927671,207
1492892355,953427,208
1492892355,967736,209
1492892355,983014,210
1492892356,7936,211
1492892356,21192,212
1492892356,33360,213
1492892356,62303,214
1492892356,76803,215
1492892356,117215,216
1492892356,131160,217
1492892356,143939,218
1492892356,171576,219
1492892356,186737,220
1492892356,200621,221
1492892356,226312,222
1492892356,239001,223
1492892356,252659,224
1492892356,281073,225
1492892356,294450,226
1492892356,309677,227
1492892356,335681,228
1492892356,348248,229
1492892356,390126,230
1492892356,405125,231
1492892356,419742,232
1492892356,444555,233
1492892356,458775,234
1492892356,473514,235
1492892356,499473,236
1492892356,514288,237
1492892356,526526,238
1492892356,554074,239
1492892356,569133,240
1492892356,608410,241
1492892356,622940,242
1492892356,637292,243
1492892356,663254,244
1492892356,676915,245
1492892356,690497,246
1492892356,717820,247
1492892356,730895,248
1492892356,742828,249
1492892356,772247,250
1492892356,787082,251
1492892356,826898,252
1492892356,840437,253
1492892356,855251,254
1492892356,881558,255
1492892356,895138,256
1492892356,906591,257
1492892356,936167,258
1492892356,951202,259
1492892356,965196,260
1492892356,990802,261
1492892357,3504,262
1492892357,18396,263
1492892357,45447,264
1492892357,60467,265
1492892357,100295,266
1492892357,113753,267
1492892357,126061,268
1492892357,154566,269
1492892357,168747,270
1492892357,183970,271
1492892357,209254,272
1492892357,222895,273
1492892357,238615,274
1492892357,263996,275
1492892357,277892,276
1492892357,318382,277
1492892357,332476,278
1492892357,345537,279
1492892357,373080,280
1492892357,387789,281
1492892357,402821,282
1492892357,427660,283
1492892357,442593,284
1492892357,456825,285
1492892357,482248,286
1492892357,494235,287
1492892357,537160,288
1492892357,550262,289
1492892357,565309,290
1492892357,591739,291
1492892357,604647,292
