packet,duration
41,0.556475
916,0.869292
274,0.912584
548,0.917034
843,0.878415
95,0.705301
885,0.878871
924,0.879026
260,0.912514
912,0.877567
788,0.880461
877,0.863767
165,0.880094
441,0.888916
576,0.887815
353,0.875518
749,0.877677
230,0.887463
706,0.91287
630,0.880313
257,0.87098
559,0.915485
99,0.706591
913,0.866804
541,0.874541
112,0.800236
860,0.877113
911,0.887866
947,0.887532
369,0.89081
914,0.888385
156,0.891215
891,0.863428
359,0.890824
642,0.911466
247,0.889084
741,0.877484
317,0.876783
930,0.913276
354,0.91322
513,0.888971
198,0.882942
904,0.878598
221,0.865943
594,0.878851
783,0.863803
139,0.890637
631,0.917197
777,0.880015
743,0.889145
346,0.916255
88,0.646697
920,0.889799
879,0.879215
553,0.880451
958,0.914686
557,0.88778
607,0.890335
711,0.864076
898,0.891527
577,0.877735
497,0.880318
561,0.878396
772,0.864932
726,0.890341
302,0.887883
724,0.878026
562,0.912445
184,0.876604
697,0.882232
90,0.668844
907,0.879278
854,0.877485
744,0.876179
846,0.879297
404,0.914679
288,0.887268
538,0.905957
550,0.87799
192,0.891252
755,0.879722
115,0.815151
532,0.887894
648,0.887531
620,0.916109
185,0.865286
708,0.880577
496,0.88908
710,0.876037
488,0.890879
785,0.878235
645,0.915723
440,0.914757
396,0.88779
75,0.594147
787,0.890579
826,0.891709
896,0.878264
519,0.876672
699,0.879462
31,0.66042
712,0.887736
211,0.889838
428,0.881323
817,0.888221
410,0.887429
171,0.864261
395,0.893015
753,0.91526
658,0.880643
157,0.879374
735,0.877685
829,0.875997
81,0.625651
795,0.88855
922,0.914048
667,0.915366
136,0.888164
889,0.887783
42,0.808609
531,0.867477
443,0.913235
522,0.875119
477,0.890071
718,0.891486
781,0.887592
871,0.877946
273,0.880124
543,0.888269
714,0.913715
238,0.915302
602,0.909491
169,0.887497
931,0.888719
461,0.876915
886,0.911584
629,0.889145
941,0.915867
486,0.875657
39,0.579085
921,0.878538
530,0.877689
525,0.881431
400,0.87756
593,0.889433
389,0.87899
903,0.888024
902,0.86757
636,0.881011
85,0.632839
152,0.911579
933,0.913732
927,0.863296
352,0.887504
864,0.887179
216,0.887415
859,0.889248
650,0.862588
838,0.881132
880,0.870176
515,0.91378
36,0.610734
739,0.916193
571,0.89005
37,0.601037
250,0.93462
71,0.542283
566,0.878061
129,0.878706
374,0.888238
430,0.907183
616,0.879202
505,0.875552
603,0.896487
705,0.880469
235,0.912836
808,0.869998
647,0.8811
589,0.878586
554,0.88809
464,0.879695
945,0.891393
915,0.877748
822,0.913873
191,0.915906
796,0.879086
809,0.888497
405,0.889207
779,0.891551
207,0.867147
692,0.912589
91,0.70389
868,0.876969
855,0.867092
469,0.8752
791,0.878829
565,0.887577
919,0.916383
872,0.914803
678,0.913886
928,0.887543
685,0.877642
363,0.887753
894,0.911635
118,0.827778
163,0.913762
130,0.914611
259,0.920296
170,0.876975
816,0.881969
494,0.882216
611,0.878495
263,0.914055
756,0.887521
199,0.912704
836,0.915484
217,0.876726
237,0.878599
327,0.888598
147,0.88797
463,0.891036
146,0.86833
526,0.914292
102,0.770057
180,0.887501
646,0.891071
373,0.880138
778,0.913371
262,0.878298
599,0.889403
867,0.887522
792,0.887853
617,0.869179
551,0.91513
704,0.891186
310,0.913825
109,0.789324
810,0.878047
97,0.731804
752,0.879954
942,0.890942
638,0.877451
662,0.887361
797,0.913453
172,0.887703
403,0.924134
225,0.889177
649,0.875426
67,0.53898
458,0.878081
385,0.887237
269,0.887543
283,0.89087
542,0.861267
675,0.865683
158,0.887892
462,0.911885
769,0.878595
454,0.913754
439,0.922359
504,0.887197
92,0.692821
832,0.876538
466,0.908542
639,0.865424
70,0.552178
656,0.915296
161,0.888322
30,0.668671
264,0.889029
218,0.866683
281,0.876762
421,0.887716
742,0.911764
738,0.879688
407,0.91738
219,0.888481
514,0.878445
77,0.57012
154,0.878455
815,0.891224
523,0.911951
110,0.778079
460,0.88835
929,0.874929
86,0.66919
766,0.880698
694,0.878526
83,0.651283
875,0.887041
790,0.890916
521,0.887813
731,0.912643
32,0.650679
512,0.91223
939,0.88837
368,0.915365
763,0.879936
80,0.63621
89,0.680544
84,0.642352
819,0.86971
950,0.887219
378,0.87561
236,0.890412
432,0.88773
831,0.887653
771,0.87771
350,0.877825
484,0.913895
897,0.916239
937,0.87656
459,0.867985
155,0.913154
270,0.875625
580,0.878362
767,0.913769
811,0.91523
527,0.890703
684,0.887928
506,0.864938
801,0.889272
435,0.887434
959,0.889562
284,0.879146
613,0.877088
793,0.878766
730,0.878345
644,0.880348
127,0.912604
181,0.877958
226,0.878114
164,0.890865
679,0.889001
882,0.876345
72,0.578863
683,0.877886
719,0.881586
503,0.89107
804,0.889449
556,0.911879
849,0.881884
266,0.887559
713,0.875823
740,0.889427
905,0.915905
507,0.888583
909,0.891062
873,0.889967
209,0.876436
702,0.877051
376,0.912284
381,0.876353
178,0.904697
670,0.918802
906,0.890965
759,0.888141
392,0.877817
511,0.923263
687,0.888248
737,0.889043
641,0.876432
696,0.891514
552,0.891494
190,0.877048
540,0.886951
406,0.878767
391,0.889483
206,0.877828
812,0.889905
489,0.879839
220,0.876932
342,0.877752
533,0.875071
409,0.88044
210,0.911634
4,0.948466
254,0.864529
245,0.877644
784,0.888318
472,0.875013
709,0.887436
794,0.866564
100,0.743526
568,0.888797
688,0.879745
355,0.889
828,0.887654
570,0.913895
732,0.891468
478,0.879993
313,0.887848
144,0.887784
574,0.906248
120,0.851889
745,0.888068
651,0.887534
162,0.878592
529,0.887493
448,0.905874
498,0.916428
716,0.878527
583,0.925104
655,0.877223
634,0.913227
733,0.878913
444,0.889509
722,0.863926
76,0.582124
457,0.887848
760,0.877718
698,0.88836
135,0.864338
803,0.915237
853,0.887908
196,0.917231
666,0.879994
160,0.911717
126,0.87672
840,0.876842
182,0.866149
122,0.873943
805,0.87649
823,0.8908
229,0.880543
117,0.838902
388,0.888539
774,0.876597
173,0.876926
715,0.889184
351,0.866832
265,0.87616
672,0.880117
108,0.799247
544,0.879452
452,0.889918
38,0.591058
517,0.879057
857,0.878341
764,0.915703
563,0.889239
467,0.899479
341,0.887512
934,0.889644
676,0.888615
2,0.968808
104,0.750263
689,0.870724
424,0.888578
153,0.89048
762,0.890642
665,0.888275
1,0.979118
952,0.862446
754,0.890957
652,0.877042
425,0.880113
842,0.887975
728,0.914971
491,0.891214
558,0.877296
628,0.865952
98,0.719137
205,0.887947
197,0.893463
78,0.608632
956,0.891787
721,0.876562
818,0.878946
807,0.87876
643,0.890454
893,0.876111
786,0.912454
298,0.880215
423,0.865708
495,0.869221
343,0.91524
482,0.887703
625,0.877576
74,0.558105
431,0.896494
664,0.863186
103,0.760657
681,0.915555
380,0.889228
876,0.877088
142,0.904228
345,0.877722
923,0.88964
747,0.870906
322,0.903389
280,0.888289
910,0.881327
723,0.888209
874,0.879183
686,0.86694
508,0.87713
773,0.8878
938,0.867388
214,0.905426
869,0.91432
632,0.890458
677,0.879285
654,0.888591
814,0.914515
861,0.911285
183,0.888213
212,0.879442
623,0.912347
476,0.91536
386,0.877954
208,0.88801
946,0.882414
605,0.878734
847,0.914534
252,0.890417
399,0.888305
6,0.929699
293,0.866236
800,0.911579
729,0.890385
668,0.891195
600,0.878097
866,0.863856
560,0.88945
34,0.630894
113,0.790817
534,0.914196
493,0.892123
612,0.888049
499,0.889653
680,0.879037
111,0.812272
119,0.862272
471,0.887297
174,0.915477
306,0.877923
520,0.913393
539,0.894977
336,0.891654
669,0.882549
224,0.915124
166,0.915436
892,0.887994
480,0.889809
691,0.924894
624,0.889305
167,0.890652
94,0.716558
575,0.894665
364,0.877156
149,0.868427
101,16.516213
289,0.877296
862,0.890017
900,0.887726
673,0.887908
569,0.878092
138,4.850127
179,0.893314
232,0.905483
243,0.864665
750,0.913651
