packet,duration
611,0.898851
587,0.889181
263,0.932834
492,0.900211
756,0.861717
585,0.910789
836,0.887702
237,0.898612
327,0.87735
87,0.660601
147,0.876137
463,0.861887
146,0.903626
526,0.886306
102,0.737049
96,0.708401
180,0.862209
646,0.910854
373,0.901064
778,0.929532
599,0.911191
234,0.897467
830,0.884289
339,0.896894
792,0.861679
617,0.887034
52,0.411439
551,0.886891
347,0.9111
704,0.861831
310,0.889849
810,0.897682
97,0.699119
752,0.897592
942,0.861701
638,0.898151
662,0.864414
358,0.910997
797,0.888799
403,0.898503
225,0.862147
649,0.89871
67,0.492868
458,0.896724
385,0.862107
269,0.86324
283,0.861386
542,0.885868
675,0.887191
158,0.860572
462,0.885403
769,0.910839
454,0.888048
456,0.90076
439,0.897948
504,0.863811
92,0.702212
832,0.899159
758,0.887593
348,0.899867
466,0.910984
639,0.889623
70,0.556188
656,0.885907
161,0.861831
264,0.911028
218,0.903242
132,0.900088
281,0.898965
438,0.862061
421,0.861779
742,0.887175
738,0.900291
407,0.932519
834,0.86202
219,0.876068
514,0.899723
77,0.575504
815,0.911005
523,0.88608
18,0.646705
213,0.886625
110,0.803626
460,0.861958
537,0.886016
929,0.896997
86,0.624843
278,0.898545
766,0.900245
694,0.90105
83,0.657349
806,0.87693
875,0.863921
790,0.910713
521,0.861012
731,0.88655
512,0.886222
908,0.889883
368,0.887779
763,0.898265
80,0.592341
89,0.641021
84,0.647745
819,0.885727
950,0.87498
338,0.861119
378,0.896533
236,0.910301
614,0.886352
432,0.861419
771,0.896477
350,0.895814
484,0.888396
186,0.863917
897,0.889263
937,0.896918
459,0.884561
155,0.935295
270,0.896689
580,0.896942
767,0.888648
811,0.886716
890,0.896289
527,0.910755
581,0.885161
684,0.864237
506,0.886437
801,0.910858
60,0.474682
435,0.861071
61,0.463691
959,0.91099
284,0.898883
613,0.899355
69,0.518877
917,0.861211
793,0.897832
730,0.898832
644,0.898074
314,0.896211
241,0.862842
535,0.863798
164,0.909294
679,0.861869
882,0.899053
567,0.887089
72,0.537513
683,0.899661
719,0.901782
503,0.899912
556,0.888813
266,0.861883
713,0.897742
740,0.861855
905,0.88948
507,0.863457
909,0.910758
873,0.911253
209,0.897504
702,0.899088
376,0.887393
272,0.907778
26,0.695412
852,0.903518
381,0.897578
178,0.910797
670,0.888527
906,0.861127
279,0.888876
392,0.897562
20,0.669118
511,0.897019
687,0.863337
737,0.862663
844,0.887588
641,0.897202
696,0.911057
552,0.910939
540,0.86188
391,0.862483
206,0.897825
812,0.863854
489,0.897297
220,0.898556
342,0.897705
533,0.896113
409,0.903647
210,0.888375
254,0.899816
245,0.898639
784,0.863377
323,0.899669
472,0.897352
709,0.861642
794,0.88668
568,0.862026
331,0.896713
688,0.898323
355,0.863711
828,0.862053
570,0.887308
478,0.8998
419,0.91092
324,0.864667
366,0.863872
313,0.861382
107,0.776129
144,0.863997
574,0.911243
120,0.870436
745,0.86329
651,0.862975
162,0.897413
591,0.90016
529,0.860164
453,0.897687
448,0.88854
150,0.863352
498,0.886827
716,0.897872
256,0.899685
583,0.89909
231,0.896483
655,0.898057
634,0.888269
246,0.886917
733,0.900072
444,0.911301
722,0.885543
76,0.58667
457,0.862816
760,0.899038
698,0.861826
53,0.397649
427,0.864363
135,0.884097
803,0.887905
853,0.863541
196,0.886528
141,0.888036
666,0.898747
160,0.884869
126,0.898927
375,0.898163
315,0.883447
182,0.90253
122,0.847782
805,0.914212
823,0.906548
229,0.897753
117,0.809648
420,0.898633
774,0.898126
173,0.898811
715,0.864373
351,0.882705
265,0.899619
672,0.900234
108,0.764207
267,0.898192
544,0.898721
452,0.86211
517,0.902335
857,0.899586
764,0.886374
509,0.889709
563,0.911221
610,0.910743
609,0.889635
467,0.90278
330,0.863476
341,0.861916
934,0.910735
676,0.861975
17,0.656944
104,0.763108
689,0.887164
424,0.863881
153,0.864289
762,0.861694
665,0.863465
177,0.885896
952,0.888918
754,0.910878
652,0.896835
425,0.898251
845,0.863956
842,0.876399
728,0.888163
491,0.910916
895,0.909295
558,0.896404
628,0.886779
953,0.862023
204,0.90252
98,0.734506
205,0.864263
197,0.862592
78,0.564675
956,0.861299
721,0.895851
818,0.896818
807,0.896564
643,0.861523
437,0.886658
893,0.897293
555,0.898701
423,0.887178
495,0.884584
335,0.935731
482,0.863397
625,0.900267
74,0.572989
586,0.900727
431,0.901281
664,0.887907
103,0.725374
681,0.887014
380,0.908208
429,0.889165
142,0.910921
345,0.900066
923,0.911305
747,0.886029
322,0.911026
384,0.898683
573,0.887229
910,0.898889
723,0.861926
874,0.901957
686,0.888272
508,0.899515
773,0.86365
938,0.886809
214,0.911009
869,0.889653
233,0.864061
632,0.863864
677,0.899674
654,0.864322
814,0.93239
861,0.888268
79,0.601128
770,0.873435
183,0.878064
340,0.884339
212,0.897276
623,0.889836
476,0.888039
446,0.863218
386,0.898691
308,0.907561
946,0.900841
605,0.897743
847,0.889594
863,0.899549
252,0.861441
399,0.877002
293,0.884725
800,0.891077
729,0.91054
668,0.863391
820,0.862234
600,0.902483
866,0.885304
560,0.862241
113,0.804417
835,0.898198
901,0.896258
534,0.886537
493,0.861539
612,0.861368
499,0.861732
680,0.896791
865,0.897311
301,0.900232
111,0.790566
119,0.880053
471,0.8635
174,0.887403
306,0.899025
520,0.883934
539,0.89965
336,0.911545
669,0.897578
224,0.886412
166,0.888052
892,0.863312
480,0.911414
691,0.897107
624,0.911268
590,0.862593
167,0.91095
320,0.897154
94,0.680849
824,0.897772
575,0.901754
926,0.896579
364,0.897577
149,0.888973
101,0.747982
518,0.862741
422,0.897644
862,0.911067
900,0.863051
673,0.861232
14,0.690863
569,0.896748
138,0.886522
179,0.898818
240,0.900777
232,0.884742
243,0.889625
239,0.910957
